# Generated by tools/extract-battle-net-index.py from the authenticated source table
# kind	container	destination	archive	archived-path
sound	inner	sounds/orc/units/korgath_bladefist/annoyed/2.wav	War2Dat.mpq	Gamesfx\kargath\kapissd2.wav
sound	inner	sounds/orc/units/korgath_bladefist/annoyed/3.wav	War2Dat.mpq	Gamesfx\kargath\kapissd3.wav
sound	inner	sounds/orc/units/korgath_bladefist/selected/1.wav	War2Dat.mpq	Gamesfx\kargath\kawhat1.wav
sound	inner	sounds/orc/units/korgath_bladefist/selected/2.wav	War2Dat.mpq	Gamesfx\kargath\kawhat2.wav
sound	inner	sounds/orc/units/korgath_bladefist/selected/3.wav	War2Dat.mpq	Gamesfx\kargath\kawhat3.wav
sound	inner	sounds/orc/units/korgath_bladefist/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\kargath\kayessr1.wav
sound	inner	sounds/orc/units/korgath_bladefist/acknowledgement/2.wav	War2Dat.mpq	Gamesfx\kargath\kayessr2.wav
sound	inner	sounds/orc/units/korgath_bladefist/acknowledgement/3.wav	War2Dat.mpq	Gamesfx\kargath\kayessr3.wav
sound	inner	sounds/human/units/khadgar/annoyed/1.wav	War2Dat.mpq	Gamesfx\khadgar\khpissd1.wav
sound	inner	sounds/human/units/khadgar/annoyed/2.wav	War2Dat.mpq	Gamesfx\khadgar\khpissd2.wav
sound	inner	sounds/human/units/khadgar/annoyed/3.wav	War2Dat.mpq	Gamesfx\khadgar\khpissd3.wav
sound	inner	sounds/human/units/khadgar/selected/1.wav	War2Dat.mpq	Gamesfx\khadgar\khwhat1.wav
sound	inner	sounds/human/units/khadgar/selected/2.wav	War2Dat.mpq	Gamesfx\khadgar\khwhat2.wav
sound	inner	sounds/human/units/khadgar/selected/3.wav	War2Dat.mpq	Gamesfx\khadgar\khwhat3.wav
sound	inner	sounds/human/units/khadgar/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\khadgar\khyessr1.wav
sound	inner	sounds/human/units/khadgar/acknowledgement/2.wav	War2Dat.mpq	Gamesfx\khadgar\khyessr2.wav
sound	inner	sounds/human/units/khadgar/acknowledgement/3.wav	War2Dat.mpq	Gamesfx\khadgar\khyessr3.wav
sound	inner	sounds/human/units/knight/annoyed/1.wav	War2Dat.mpq	Gamesfx\knight\knpissd1.wav
sound	inner	sounds/human/units/knight/annoyed/2.wav	War2Dat.mpq	Gamesfx\knight\knpissd2.wav
sound	inner	sounds/human/units/knight/annoyed/3.wav	War2Dat.mpq	Gamesfx\knight\knpissd3.wav
sound	inner	sounds/human/units/knight/selected/1.wav	War2Dat.mpq	Gamesfx\knight\knwhat1.wav
sound	inner	sounds/human/units/knight/selected/2.wav	War2Dat.mpq	Gamesfx\knight\knwhat2.wav
sound	inner	sounds/human/units/knight/selected/3.wav	War2Dat.mpq	Gamesfx\knight\knwhat3.wav
sound	inner	sounds/human/units/knight/selected/4.wav	War2Dat.mpq	Gamesfx\knight\knwhat4.wav
sound	inner	sounds/human/units/knight/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\knight\knyessr1.wav
sound	inner	sounds/human/units/knight/acknowledgement/2.wav	War2Dat.mpq	Gamesfx\knight\knyessr2.wav
sound	inner	sounds/human/units/knight/acknowledgement/3.wav	War2Dat.mpq	Gamesfx\knight\knyessr3.wav
sound	inner	sounds/human/units/knight/acknowledgement/4.wav	War2Dat.mpq	Gamesfx\knight\knyessr4.wav
sound	inner	sounds/human/units/knight/ready.wav	War2Dat.mpq	Gamesfx\knight\knready.wav
sound	inner	sounds/human/units/kurdan/annoyed/1.wav	War2Dat.mpq	Gamesfx\kurdran\kupissd1.wav
sound	inner	sounds/human/units/kurdan/annoyed/2.wav	War2Dat.mpq	Gamesfx\kurdran\kupissd2.wav
sound	inner	sounds/human/units/kurdan/annoyed/3.wav	War2Dat.mpq	Gamesfx\kurdran\kupissd3.wav
sound	inner	sounds/human/units/kurdan/selected/1.wav	War2Dat.mpq	Gamesfx\kurdran\kuwhat1.wav
sound	inner	sounds/human/units/kurdan/selected/2.wav	War2Dat.mpq	Gamesfx\kurdran\kuwhat2.wav
sound	inner	sounds/human/units/kurdan/selected/3.wav	War2Dat.mpq	Gamesfx\kurdran\kuwhat3.wav
sound	inner	sounds/human/units/kurdan/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\kurdran\kuyessr1.wav
sound	inner	sounds/human/units/kurdan/acknowledgement/2.wav	War2Dat.mpq	Gamesfx\kurdran\kuyessr2.wav
sound	inner	sounds/human/units/kurdan/acknowledgement/3.wav	War2Dat.mpq	Gamesfx\kurdran\kuyessr3.wav
sound	inner	sounds/missiles/axe_throw.wav	War2Dat.mpq	Gamesfx\misc\axe.wav
sound	inner	sounds/misc/building_explosion/1.wav	War2Dat.mpq	Gamesfx\misc\bldexpl1.wav
sound	inner	sounds/misc/building_explosion/2.wav	War2Dat.mpq	Gamesfx\misc\bldexpl2.wav
sound	inner	sounds/misc/building_explosion/3.wav	War2Dat.mpq	Gamesfx\misc\bldexpl3.wav
sound	inner	sounds/missiles/bow_throw.wav	War2Dat.mpq	Gamesfx\misc\bowfire.wav
sound	inner	sounds/missiles/bow_hit.wav	War2Dat.mpq	Gamesfx\misc\bowhit.wav
sound	inner	sounds/misc/burning.wav	War2Dat.mpq	Gamesfx\misc\burning.wav
sound	inner	sounds/missiles/catapult-ballista_attack.wav	War2Dat.mpq	Gamesfx\misc\catapult.wav
sound	inner	sounds/units/catapult-ballista/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\misc\catyessr.wav
sound	inner	sounds/misc/building_construction.wav	War2Dat.mpq	Gamesfx\misc\constrct.wav
sound	inner	sounds/misc/transport_docking.wav	War2Dat.mpq	Gamesfx\misc\dock.wav
sound	inner	sounds/ui/placement_error.wav	War2Dat.mpq	Gamesfx\misc\error.wav
sound	inner	sounds/misc/explosion.wav	War2Dat.mpq	Gamesfx\misc\explode.wav
sound	inner	sounds/missiles/fireball_throw.wav	War2Dat.mpq	Gamesfx\misc\fireball.wav
sound	inner	sounds/missiles/fireball_hit.wav	War2Dat.mpq	Gamesfx\misc\firehit.wav
sound	inner	sounds/missiles/fist.wav	War2Dat.mpq	Gamesfx\misc\fist.wav
sound	inner	sounds/human/capture.wav	War2Dat.mpq	Gamesfx\misc\hcapture.wav
sound	inner	sounds/human/rescue.wav	War2Dat.mpq	Gamesfx\misc\hrescue.wav
sound	inner	sounds/orc/capture.wav	War2Dat.mpq	Gamesfx\misc\ocapture.wav
sound	inner	sounds/orc/rescue.wav	War2Dat.mpq	Gamesfx\misc\orescue.wav
sound	inner	sounds/human/units/peasant/attack.wav	War2Dat.mpq	Gamesfx\misc\peonatak.wav
sound	inner	sounds/neutral/units/pig/selected/1.wav	War2Dat.mpq	Gamesfx\misc\pig.wav
sound	inner	sounds/neutral/units/pig/annoyed/1.wav	War2Dat.mpq	Gamesfx\misc\pigpissd.wav
sound	inner	sounds/missiles/punch.wav	War2Dat.mpq	Gamesfx\misc\punch.wav
sound	inner	sounds/neutral/units/seal/selected/1.wav	War2Dat.mpq	Gamesfx\misc\seal.wav
sound	inner	sounds/neutral/units/seal/annoyed/1.wav	War2Dat.mpq	Gamesfx\misc\sealpisd.wav
sound	inner	sounds/neutral/units/sheep/selected/1.wav	War2Dat.mpq	Gamesfx\misc\sheep.wav
sound	inner	sounds/neutral/units/sheep/annoyed/1.wav	War2Dat.mpq	Gamesfx\misc\shpisd1.wav
sound	inner	sounds/missiles/sword_attack/1.wav	War2Dat.mpq	Gamesfx\misc\sword1.wav
sound	inner	sounds/missiles/sword_attack/2.wav	War2Dat.mpq	Gamesfx\misc\sword2.wav
sound	inner	sounds/missiles/sword_attack/3.wav	War2Dat.mpq	Gamesfx\misc\sword3.wav
sound	inner	sounds/ui/placement_success.wav	War2Dat.mpq	Gamesfx\misc\thunk.wav
sound	inner	sounds/misc/tree_chopping/1.wav	War2Dat.mpq	Gamesfx\misc\tree1.wav
sound	inner	sounds/misc/tree_chopping/2.wav	War2Dat.mpq	Gamesfx\misc\tree2.wav
sound	inner	sounds/misc/tree_chopping/3.wav	War2Dat.mpq	Gamesfx\misc\tree3.wav
sound	inner	sounds/misc/tree_chopping/4.wav	War2Dat.mpq	Gamesfx\misc\tree4.wav
sound	inner	sounds/neutral/units/warthog/selected/1.wav	War2Dat.mpq	Gamesfx\misc\warthog.wav
sound	inner	sounds/neutral/units/warthog/annoyed/1.wav	War2Dat.mpq	Gamesfx\misc\wartpisd.wav
sound	inner	sounds/neutral/units/skeleton/dead.wav	War2Dat.mpq	Gamefx\misc\Skeleton Death.wav
sound	inner	sounds/neutral/units/skeleton/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\misc\Skeleton Move.wav
sound	inner	sounds/orc/units/ogre/annoyed/1.wav	War2Dat.mpq	Gamesfx\ogre\ogpissd1.wav
sound	inner	sounds/orc/units/ogre/annoyed/2.wav	War2Dat.mpq	Gamesfx\ogre\ogpissd2.wav
sound	inner	sounds/orc/units/ogre/annoyed/3.wav	War2Dat.mpq	Gamesfx\ogre\ogpissd3.wav
sound	inner	sounds/orc/units/ogre/annoyed/4.wav	War2Dat.mpq	Gamesfx\ogre\ogpissd4.wav
sound	inner	sounds/orc/units/ogre/annoyed/5.wav	War2Dat.mpq	Gamesfx\ogre\ogpissd5.wav
sound	inner	sounds/orc/units/ogre/selected/1.wav	War2Dat.mpq	Gamesfx\ogre\ogwhat1.wav
sound	inner	sounds/orc/units/ogre/selected/2.wav	War2Dat.mpq	Gamesfx\ogre\ogwhat2.wav
sound	inner	sounds/orc/units/ogre/selected/3.wav	War2Dat.mpq	Gamesfx\ogre\ogwhat3.wav
sound	inner	sounds/orc/units/ogre/selected/4.wav	War2Dat.mpq	Gamesfx\ogre\ogwhat4.wav
sound	inner	sounds/orc/units/ogre/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\ogre\ogyessr1.wav
sound	inner	sounds/orc/units/ogre/acknowledgement/2.wav	War2Dat.mpq	Gamesfx\ogre\ogyessr2.wav
sound	inner	sounds/orc/units/ogre/acknowledgement/3.wav	War2Dat.mpq	Gamesfx\ogre\ogyessr3.wav
sound	inner	sounds/orc/units/ogre/ready.wav	War2Dat.mpq	Gamesfx\ogre\ogready.wav
sound	inner	sounds/orc/units/ogre-mage/annoyed/1.wav	War2Dat.mpq	Gamesfx\ogremage\ompissd1.wav
sound	inner	sounds/orc/units/ogre-mage/annoyed/2.wav	War2Dat.mpq	Gamesfx\ogremage\ompissd2.wav
sound	inner	sounds/orc/units/ogre-mage/annoyed/3.wav	War2Dat.mpq	Gamesfx\ogremage\ompissd3.wav
sound	inner	sounds/orc/units/ogre-mage/selected/1.wav	War2Dat.mpq	Gamesfx\ogremage\omwhat1.wav
sound	inner	sounds/orc/units/ogre-mage/selected/2.wav	War2Dat.mpq	Gamesfx\ogremage\omwhat2.wav
sound	inner	sounds/orc/units/ogre-mage/selected/3.wav	War2Dat.mpq	Gamesfx\ogremage\omwhat3.wav
sound	inner	sounds/orc/units/ogre-mage/selected/4.wav	War2Dat.mpq	Gamesfx\ogremage\omwhat4.wav
sound	inner	sounds/orc/units/ogre-mage/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\ogremage\omyessr1.wav
sound	inner	sounds/orc/units/ogre-mage/acknowledgement/2.wav	War2Dat.mpq	Gamesfx\ogremage\omyessr2.wav
sound	inner	sounds/orc/units/ogre-mage/acknowledgement/3.wav	War2Dat.mpq	Gamesfx\ogremage\omyessr3.wav
sound	inner	sounds/orc/units/ogre-mage/ready.wav	War2Dat.mpq	Gamesfx\ogremage\omready.wav
sound	inner	sounds/orc/basic_voices/dead.wav	War2Dat.mpq	Gamesfx\orc\odead.wav
sound	inner	sounds/orc/basic_voices/help/1.wav	War2Dat.mpq	Gamesfx\orc\ohelp1.wav
sound	inner	sounds/orc/basic_voices/help/2.wav	War2Dat.mpq	Gamesfx\orc\ohelp2.wav
sound	inner	sounds/orc/basic_voices/annoyed/1.wav	War2Dat.mpq	Gamesfx\orc\opissed1.wav
sound	inner	sounds/orc/basic_voices/annoyed/2.wav	War2Dat.mpq	Gamesfx\orc\opissed2.wav
sound	inner	sounds/orc/basic_voices/annoyed/3.wav	War2Dat.mpq	Gamesfx\orc\opissed3.wav
sound	inner	sounds/orc/basic_voices/annoyed/4.wav	War2Dat.mpq	Gamesfx\orc\opissed4.wav
sound	inner	sounds/orc/basic_voices/annoyed/5.wav	War2Dat.mpq	Gamesfx\orc\opissed5.wav
sound	inner	sounds/orc/basic_voices/annoyed/6.wav	War2Dat.mpq	Gamesfx\orc\opissed6.wav
sound	inner	sounds/orc/basic_voices/annoyed/7.wav	War2Dat.mpq	Gamesfx\orc\opissed7.wav
sound	inner	sounds/orc/basic_voices/ready.wav	War2Dat.mpq	Gamesfx\orc\oready.wav
sound	inner	sounds/orc/basic_voices/selected/1.wav	War2Dat.mpq	Gamesfx\orc\owhat1.wav
sound	inner	sounds/orc/basic_voices/selected/2.wav	War2Dat.mpq	Gamesfx\orc\owhat2.wav
sound	inner	sounds/orc/basic_voices/selected/3.wav	War2Dat.mpq	Gamesfx\orc\owhat3.wav
sound	inner	sounds/orc/basic_voices/selected/4.wav	War2Dat.mpq	Gamesfx\orc\owhat4.wav
sound	inner	sounds/orc/basic_voices/selected/5.wav	War2Dat.mpq	Gamesfx\orc\owhat5.wav
sound	inner	sounds/orc/basic_voices/selected/6.wav	War2Dat.mpq	Gamesfx\orc\owhat6.wav
sound	inner	sounds/orc/basic_voices/work_complete.wav	War2Dat.mpq	Gamesfx\orc\owrkdone.wav
sound	inner	sounds/orc/basic_voices/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\orc\oyessir1.wav
sound	inner	sounds/orc/basic_voices/acknowledgement/2.wav	War2Dat.mpq	Gamesfx\orc\oyessir2.wav
sound	inner	sounds/orc/basic_voices/acknowledgement/3.wav	War2Dat.mpq	Gamesfx\orc\oyessir3.wav
sound	inner	sounds/orc/basic_voices/acknowledgement/4.wav	War2Dat.mpq	Gamesfx\orc\oyessir4.wav
sound	inner	sounds/human/units/paladin/annoyed/1.wav	War2Dat.mpq	Gamesfx\paladin\pkpissd1.wav
sound	inner	sounds/human/units/paladin/annoyed/2.wav	War2Dat.mpq	Gamesfx\paladin\pkpissd2.wav
sound	inner	sounds/human/units/paladin/annoyed/3.wav	War2Dat.mpq	Gamesfx\paladin\pkpissd3.wav
sound	inner	sounds/human/units/paladin/selected/1.wav	War2Dat.mpq	Gamesfx\paladin\pkwhat1.wav
sound	inner	sounds/human/units/paladin/selected/2.wav	War2Dat.mpq	Gamesfx\paladin\pkwhat2.wav
sound	inner	sounds/human/units/paladin/selected/3.wav	War2Dat.mpq	Gamesfx\paladin\pkwhat3.wav
sound	inner	sounds/human/units/paladin/selected/4.wav	War2Dat.mpq	Gamesfx\paladin\pkwhat4.wav
sound	inner	sounds/human/units/paladin/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\paladin\pkyessr1.wav
sound	inner	sounds/human/units/paladin/acknowledgement/2.wav	War2Dat.mpq	Gamesfx\paladin\pkyessr2.wav
sound	inner	sounds/human/units/paladin/acknowledgement/3.wav	War2Dat.mpq	Gamesfx\paladin\pkyessr3.wav
sound	inner	sounds/human/units/paladin/acknowledgement/4.wav	War2Dat.mpq	Gamesfx\paladin\pkyessr4.wav
sound	inner	sounds/human/units/paladin/ready.wav	War2Dat.mpq	Gamesfx\paladin\pkready.wav
sound	inner	sounds/human/units/peasant/annoyed/1.wav	War2Dat.mpq	Gamesfx\peasant\pspissd1.wav
sound	inner	sounds/human/units/peasant/annoyed/2.wav	War2Dat.mpq	Gamesfx\peasant\pspissd2.wav
sound	inner	sounds/human/units/peasant/annoyed/3.wav	War2Dat.mpq	Gamesfx\peasant\pspissd3.wav
sound	inner	sounds/human/units/peasant/annoyed/4.wav	War2Dat.mpq	Gamesfx\peasant\pspissd4.wav
sound	inner	sounds/human/units/peasant/annoyed/5.wav	War2Dat.mpq	Gamesfx\peasant\pspissd5.wav
sound	inner	sounds/human/units/peasant/annoyed/6.wav	War2Dat.mpq	Gamesfx\peasant\pspissd6.wav
sound	inner	sounds/human/units/peasant/annoyed/7.wav	War2Dat.mpq	Gamesfx\peasant\pspissd7.wav
sound	inner	sounds/human/units/peasant/selected/1.wav	War2Dat.mpq	Gamesfx\peasant\pswhat1.wav
sound	inner	sounds/human/units/peasant/selected/2.wav	War2Dat.mpq	Gamesfx\peasant\pswhat2.wav
sound	inner	sounds/human/units/peasant/selected/3.wav	War2Dat.mpq	Gamesfx\peasant\pswhat3.wav
sound	inner	sounds/human/units/peasant/selected/4.wav	War2Dat.mpq	Gamesfx\peasant\pswhat4.wav
sound	inner	sounds/human/units/peasant/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\peasant\psyessr1.wav
sound	inner	sounds/human/units/peasant/acknowledgement/2.wav	War2Dat.mpq	Gamesfx\peasant\psyessr2.wav
sound	inner	sounds/human/units/peasant/acknowledgement/3.wav	War2Dat.mpq	Gamesfx\peasant\psyessr3.wav
sound	inner	sounds/human/units/peasant/acknowledgement/4.wav	War2Dat.mpq	Gamesfx\peasant\psyessr4.wav
sound	inner	sounds/human/units/peasant/ready.wav	War2Dat.mpq	Gamesfx\peasant\psready.wav
sound	inner	sounds/orc/peon/ready.wav	War2Dat.mpq	Gamesfx\peon\pnready.wav
sound	inner	sounds/ships/tanker/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\ships\foghorn.wav
sound	inner	sounds/human/ships/annoyed/1.wav	War2Dat.mpq	Gamesfx\ships\hshppis1.wav
sound	inner	sounds/human/ships/annoyed/2.wav	War2Dat.mpq	Gamesfx\ships\hshppis2.wav
sound	inner	sounds/human/ships/annoyed/3.wav	War2Dat.mpq	Gamesfx\ships\hshppis3.wav
sound	inner	sounds/human/ships/ready.wav	War2Dat.mpq	Gamesfx\ships\hshpredy.wav
sound	inner	sounds/human/ships/selected/1.wav	War2Dat.mpq	Gamesfx\ships\hshpwht1.wav
sound	inner	sounds/human/ships/selected/2.wav	War2Dat.mpq	Gamesfx\ships\hshpwht2.wav
sound	inner	sounds/human/ships/selected/3.wav	War2Dat.mpq	Gamesfx\ships\hshpwht3.wav
sound	inner	sounds/human/ships/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\ships\hshpyes1.wav
sound	inner	sounds/human/ships/acknowledgement/2.wav	War2Dat.mpq	Gamesfx\ships\hshpyes2.wav
sound	inner	sounds/human/ships/acknowledgement/3.wav	War2Dat.mpq	Gamesfx\ships\hshpyes3.wav
sound	inner	sounds/orc/ships/annoyed/1.wav	War2Dat.mpq	Gamesfx\ships\oshppis1.wav
sound	inner	sounds/orc/ships/annoyed/2.wav	War2Dat.mpq	Gamesfx\ships\oshppis2.wav
sound	inner	sounds/orc/ships/annoyed/3.wav	War2Dat.mpq	Gamesfx\ships\oshppis3.wav
sound	inner	sounds/orc/ships/ready.wav	War2Dat.mpq	Gamesfx\ships\oshpredy.wav
sound	inner	sounds/orc/ships/selected/1.wav	War2Dat.mpq	Gamesfx\ships\oshpwht1.wav
sound	inner	sounds/orc/ships/selected/2.wav	War2Dat.mpq	Gamesfx\ships\oshpwht2.wav
sound	inner	sounds/orc/ships/selected/3.wav	War2Dat.mpq	Gamesfx\ships\oshpwht3.wav
sound	inner	sounds/orc/ships/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\ships\oshpyes1.wav
sound	inner	sounds/orc/ships/acknowledgement/2.wav	War2Dat.mpq	Gamesfx\ships\oshpyes2.wav
sound	inner	sounds/orc/ships/acknowledgement/3.wav	War2Dat.mpq	Gamesfx\ships\oshpyes3.wav
sound	inner	sounds/ships/sinking.wav	War2Dat.mpq	Gamesfx\ships\shipsink.wav
sound	inner	sounds/human/ships/gnomish_submarine/annoyed/1.wav	War2Dat.mpq	Gamesfx\ships\subpiss1.wav
sound	inner	sounds/human/ships/gnomish_submarine/annoyed/2.wav	War2Dat.mpq	Gamesfx\ships\subpiss2.wav
sound	inner	sounds/human/ships/gnomish_submarine/annoyed/3.wav	War2Dat.mpq	Gamesfx\ships\subpiss3.wav
sound	inner	sounds/human/ships/gnomish_submarine/annoyed/4.wav	War2Dat.mpq	Gamesfx\ships\subpiss4.wav
sound	inner	sounds/spells/bloodlust.wav	War2Dat.mpq	Gamesfx\spells\blodlust.wav
sound	inner	sounds/spells/death_and_decay.wav	War2Dat.mpq	Gamesfx\spells\decay.wav
sound	inner	sounds/spells/death_coil.wav	War2Dat.mpq	Gamesfx\spells\dethcoil.wav
sound	inner	sounds/spells/exorcism.wav	War2Dat.mpq	Gamesfx\spells\exorcism.wav
sound	inner	sounds/spells/flame_shield.wav	War2Dat.mpq	Gamesfx\spells\flamshld.wav
sound	inner	sounds/spells/haste.wav	War2Dat.mpq	Gamesfx\spells\haste.wav
sound	inner	sounds/spells/healing.wav	War2Dat.mpq	Gamesfx\spells\heal.wav
sound	inner	sounds/spells/holy_vision.wav	War2Dat.mpq	Gamesfx\spells\holyvisn.wav
sound	inner	sounds/spells/blizzard.wav	War2Dat.mpq	Gamesfx\spells\icestorm.wav
sound	inner	sounds/spells/invisibility.wav	War2Dat.mpq	Gamesfx\spells\invisibl.wav
sound	inner	sounds/spells/eye_of_kilrogg.wav	War2Dat.mpq	Gamesfx\spells\iokilrog.wav
sound	inner	sounds/spells/polymorph.wav	War2Dat.mpq	Gamesfx\spells\morph.wav
sound	inner	sounds/spells/slow.wav	War2Dat.mpq	Gamesfx\spells\slow.wav
sound	inner	sounds/spells/lightning.wav	War2Dat.mpq	Gamesfx\spells\thunder.wav
sound	inner	sounds/spells/touch_of_darkness.wav	War2Dat.mpq	Gamesfx\spells\touchdrk.wav
sound	inner	sounds/spells/unholy_armor.wav	War2Dat.mpq	Gamesfx\spells\unhlyarm.wav
sound	inner	sounds/spells/whirlwind.wav	War2Dat.mpq	Gamesfx\spells\whrlwind.wav
sound	inner	sounds/orc/units/teron_gorefiend/annoyed/1.wav	War2Dat.mpq	Gamesfx\teron\tepissd1.wav
sound	inner	sounds/orc/units/teron_gorefiend/annoyed/2.wav	War2Dat.mpq	Gamesfx\teron\tepissd2.wav
sound	inner	sounds/orc/units/teron_gorefiend/annoyed/3.wav	War2Dat.mpq	Gamesfx\teron\tepissd3.wav
sound	inner	sounds/orc/units/teron_gorefiend/selected/1.wav	War2Dat.mpq	Gamesfx\teron\tewhat1.wav
sound	inner	sounds/orc/units/teron_gorefiend/selected/2.wav	War2Dat.mpq	Gamesfx\teron\tewhat2.wav
sound	inner	sounds/orc/units/teron_gorefiend/selected/3.wav	War2Dat.mpq	Gamesfx\teron\tewhat3.wav
sound	inner	sounds/orc/units/teron_gorefiend/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\teron\teyessr1.wav
sound	inner	sounds/orc/units/teron_gorefiend/acknowledgement/2.wav	War2Dat.mpq	Gamesfx\teron\teyessr2.wav
sound	inner	sounds/orc/units/teron_gorefiend/acknowledgement/3.wav	War2Dat.mpq	Gamesfx\teron\teyessr3.wav
sound	inner	sounds/orc/units/troll_axethrower-berserker/annoyed/1.wav	War2Dat.mpq	Gamesfx\troll\trpissd1.wav
sound	inner	sounds/orc/units/troll_axethrower-berserker/annoyed/2.wav	War2Dat.mpq	Gamesfx\troll\trpissd2.wav
sound	inner	sounds/orc/units/troll_axethrower-berserker/annoyed/3.wav	War2Dat.mpq	Gamesfx\troll\trpissd3.wav
sound	inner	sounds/orc/units/troll_axethrower-berserker/selected/1.wav	War2Dat.mpq	Gamesfx\troll\trwhat1.wav
sound	inner	sounds/orc/units/troll_axethrower-berserker/selected/2.wav	War2Dat.mpq	Gamesfx\troll\trwhat2.wav
sound	inner	sounds/orc/units/troll_axethrower-berserker/selected/3.wav	War2Dat.mpq	Gamesfx\troll\trwhat3.wav
sound	inner	sounds/orc/units/troll_axethrower-berserker/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\troll\tryessr1.wav
sound	inner	sounds/orc/units/troll_axethrower-berserker/acknowledgement/2.wav	War2Dat.mpq	Gamesfx\troll\tryessr2.wav
sound	inner	sounds/orc/units/troll_axethrower-berserker/acknowledgement/3.wav	War2Dat.mpq	Gamesfx\troll\tryessr3.wav
sound	inner	sounds/orc/units/troll_axethrower-berserker/ready.wav	War2Dat.mpq	Gamesfx\troll\trready.wav
sound	inner	sounds/human/units/turalyon/annoyed/1.wav	War2Dat.mpq	Gamesfx\turalyon\tupissd1.wav
sound	inner	sounds/human/units/turalyon/annoyed/2.wav	War2Dat.mpq	Gamesfx\turalyon\tupissd2.wav
sound	inner	sounds/human/units/turalyon/annoyed/3.wav	War2Dat.mpq	Gamesfx\turalyon\tupissd3.wav
sound	inner	sounds/human/units/turalyon/selected/1.wav	War2Dat.mpq	Gamesfx\turalyon\tuwhat1.wav
sound	inner	sounds/human/units/turalyon/selected/2.wav	War2Dat.mpq	Gamesfx\turalyon\tuwhat2.wav
sound	inner	sounds/human/units/turalyon/selected/3.wav	War2Dat.mpq	Gamesfx\turalyon\tuwhat3.wav
sound	inner	sounds/human/units/turalyon/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\turalyon\tuyessr1.wav
sound	inner	sounds/human/units/turalyon/acknowledgement/2.wav	War2Dat.mpq	Gamesfx\turalyon\tuyessr2.wav
sound	inner	sounds/human/units/turalyon/acknowledgement/3.wav	War2Dat.mpq	Gamesfx\turalyon\tuyessr3.wav
sound	inner	sounds/human/units/mage/annoyed/1.wav	War2Dat.mpq	Gamesfx\wizard\wzpissd1.wav
sound	inner	sounds/human/units/mage/annoyed/2.wav	War2Dat.mpq	Gamesfx\wizard\wzpissd2.wav
sound	inner	sounds/human/units/mage/annoyed/3.wav	War2Dat.mpq	Gamesfx\wizard\wzpissd3.wav
sound	inner	sounds/human/units/mage/selected/1.wav	War2Dat.mpq	Gamesfx\wizard\wzwhat1.wav
sound	inner	sounds/human/units/mage/selected/2.wav	War2Dat.mpq	Gamesfx\wizard\wzwhat2.wav
sound	inner	sounds/human/units/mage/selected/3.wav	War2Dat.mpq	Gamesfx\wizard\wzwhat3.wav
sound	inner	sounds/human/units/mage/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\wizard\wzyessr1.wav
sound	inner	sounds/human/units/mage/acknowledgement/2.wav	War2Dat.mpq	Gamesfx\wizard\wzyessr2.wav
sound	inner	sounds/human/units/mage/acknowledgement/3.wav	War2Dat.mpq	Gamesfx\wizard\wzyessr3.wav
sound	inner	sounds/human/units/mage/ready.wav	War2Dat.mpq	Gamesfx\wizard\wzready.wav
sound	inner	sounds/orc/units/goblin_zeppelin/annoyed/1.wav	War2Dat.mpq	Gamesfx\zeppelin\gbpissd1.wav
sound	inner	sounds/orc/units/goblin_zeppelin/annoyed/2.wav	War2Dat.mpq	Gamesfx\zeppelin\gbpissd2.wav
sound	inner	sounds/orc/units/goblin_zeppelin/acknowledgement/1.wav	War2Dat.mpq	Gamesfx\zeppelin\gbyessr1.wav
sound	inner	sounds/orc/units/goblin_zeppelin/ready.wav	War2Dat.mpq	Gamesfx\zeppelin\gbready.wav
sound	inner	sounds/ui/click.wav	War2Dat.mpq	Sfx\Button.wav
sound	inner	sounds/ui/highclick.wav	War2Dat.mpq	Sfx\numbers.wav
sound	inner	sounds/ui/statsthump.wav	War2Dat.mpq	Sfx\rank.wav
sound	inner	sounds/human/act.wav	War2Dat.mpq	Sfx\hact.wav
sound	inner	sounds/orc/act.wav	War2Dat.mpq	Sfx\oact.wav
video	outer	videos/human-1	install.exe	Smk\Smoke_M.smk
video	outer	videos/human-2	install.exe	Smk\Zepp_M.smk
video	outer	videos/human-3	install.exe	Smk\Ships_M.smk
video	outer	videos/human-4	install.exe	Smk\HVict_M.smk
video	outer	videos/orc-1	install.exe	Smk\Burn_M.smk
