# Generated by tools/extract-asset-index.py from the authenticated source table
# %N references are canonical English identifiers, resolved at generation time
# kind	version	archive	path	arg1	arg2	arg3	arg4
I	0	1000	../campaigns/human/interface/introscreen2	367	375	0	0
I	0	1000	../campaigns/human/interface/introscreen3	367	376	0	0
I	0	1000	../campaigns/human/interface/introscreen4	367	377	0	0
I	0	1000	../campaigns/human/interface/introscreen5	367	378	0	0
W	0	1000	ui/click	432	0	0	0
W	0	1000	human/act	433	0	0	0
W	0	1000	orc/act	434	0	0	0
W	0	1000	ui/highclick	435	0	0	0
W	0	1000	ui/statsthump	436	0	0	0
M	0	1000	Human Battle 1	413	0	0	0
M	0	1000	Human Battle 2	414	0	0	0
M	0	1000	Human Battle 3	415	0	0	0
M	0	1000	Human Battle 4	416	0	0	0
M	0	1000	Orc Battle 1	417	0	0	0
M	0	1000	Orc Battle 2	418	0	0	0
M	0	1000	Orc Battle 3	419	0	0	0
M	0	1000	Orc Battle 4	420	0	0	0
M	0	1000	Human Defeat	421	0	0	0
M	0	1000	Orc Defeat	422	0	0	0
M	0	1000	Human Victory	423	0	0	0
M	0	1000	Orc Victory	424	0	0	0
M	0	1000	Orc Battle 5	425	0	0	0
M	0	1000	I'm a Medieval Man	426	0	0	0
M	0	1000	Human Battle 5	427	0	0	0
M	0	1000	Human Briefing	428	0	0	0
M	0	1000	Orc Briefing	429	0	0	0
M	0	1000	Main Menu	429	0	0	0
V	0	1000	videos/logo	430	0	0	0
R	2	1000	swamp/swamp	438	0	0	0
T	2	1000	swamp/terrain/swamp	438	439	440	441
P	2	1000	campaigns/human-exp/levelx01h	446	0	0	0
P	2	1000	campaigns/orc-exp/levelx01o	447	0	0	0
P	2	1000	campaigns/human-exp/levelx02h	448	0	0	0
P	2	1000	campaigns/orc-exp/levelx02o	449	0	0	0
P	2	1000	campaigns/human-exp/levelx03h	450	0	0	0
P	2	1000	campaigns/orc-exp/levelx03o	451	0	0	0
P	2	1000	campaigns/human-exp/levelx04h	452	0	0	0
P	2	1000	campaigns/orc-exp/levelx04o	453	0	0	0
P	2	1000	campaigns/human-exp/levelx05h	454	0	0	0
P	2	1000	campaigns/orc-exp/levelx05o	455	0	0	0
P	2	1000	campaigns/human-exp/levelx06h	456	0	0	0
P	2	1000	campaigns/orc-exp/levelx06o	457	0	0	0
P	2	1000	campaigns/human-exp/levelx07h	458	0	0	0
P	2	1000	campaigns/orc-exp/levelx07o	459	0	0	0
P	2	1000	campaigns/human-exp/levelx08h	460	0	0	0
P	2	1000	campaigns/orc-exp/levelx08o	461	0	0	0
P	2	1000	campaigns/human-exp/levelx09h	462	0	0	0
P	2	1000	campaigns/orc-exp/levelx09o	463	0	0	0
P	2	1000	campaigns/human-exp/levelx10h	464	0	0	0
P	2	1000	campaigns/orc-exp/levelx10o	465	0	0	0
P	2	1000	campaigns/human-exp/levelx11h	466	0	0	0
P	2	1000	campaigns/orc-exp/levelx11o	467	0	0	0
P	2	1000	campaigns/human-exp/levelx12h	468	0	0	0
P	2	1000	campaigns/orc-exp/levelx12o	469	0	0	0
G	2	1000	tilesets/swamp/neutral/units/critter	438	470	0	0
G	2	1000	tilesets/swamp/icons	438	471	0	0
G	2	1000	tilesets/swamp/human/buildings/keep	438	473	0	0
G	2	1000	tilesets/swamp/orc/buildings/stronghold	438	474	0	0
G	2	1000	tilesets/swamp/human/buildings/gryphon_aviary	438	475	0	0
G	2	1000	tilesets/swamp/orc/buildings/dragon_roost	438	476	0	0
G	2	1000	tilesets/swamp/human/buildings/gnomish_inventor	438	477	0	0
G	2	1000	tilesets/swamp/orc/buildings/goblin_alchemist	438	478	0	0
G	2	1000	tilesets/swamp/human/buildings/farm	438	479	0	0
G	2	1000	tilesets/swamp/orc/buildings/pig_farm	438	480	0	0
G	2	1000	tilesets/swamp/human/buildings/barracks	438	481	0	0
G	2	1000	tilesets/swamp/orc/buildings/barracks	438	482	0	0
G	2	1000	tilesets/swamp/human/buildings/church	438	483	0	0
G	2	1000	tilesets/swamp/orc/buildings/altar_of_storms	438	484	0	0
G	2	1000	tilesets/swamp/human/buildings/scout_tower	438	485	0	0
G	2	1000	tilesets/swamp/orc/buildings/watch_tower	438	486	0	0
G	2	1000	tilesets/swamp/human/buildings/town_hall	438	487	0	0
G	2	1000	tilesets/swamp/orc/buildings/great_hall	438	488	0	0
G	2	1000	tilesets/swamp/human/buildings/elven_lumber_mill	438	489	0	0
G	2	1000	tilesets/swamp/orc/buildings/troll_lumber_mill	438	490	0	0
G	2	1000	tilesets/swamp/human/buildings/stables	438	491	0	0
G	2	1000	tilesets/swamp/orc/buildings/ogre_mound	438	492	0	0
G	2	1000	tilesets/swamp/human/buildings/blacksmith	438	493	0	0
G	2	1000	tilesets/swamp/orc/buildings/blacksmith	438	494	0	0
G	2	1000	tilesets/swamp/human/buildings/shipyard	438	495	0	0
G	2	1000	tilesets/swamp/orc/buildings/shipyard	438	496	0	0
G	2	1000	tilesets/swamp/human/buildings/foundry	438	497	0	0
G	2	1000	tilesets/swamp/orc/buildings/foundry	438	498	0	0
G	2	1000	tilesets/swamp/human/buildings/refinery	438	499	0	0
G	2	1000	tilesets/swamp/orc/buildings/refinery	438	500	0	0
G	2	1000	tilesets/swamp/human/buildings/oil_platform	438	501	0	0
G	2	1000	tilesets/swamp/orc/buildings/oil_platform	438	502	0	0
G	2	1000	tilesets/swamp/human/buildings/castle	438	503	0	0
G	2	1000	tilesets/swamp/orc/buildings/fortress	438	504	0	0
G	2	1000	tilesets/swamp/human/buildings/mage_tower	438	505	0	0
G	2	1000	tilesets/swamp/orc/buildings/temple_of_the_damned	438	506	0	0
G	2	1000	tilesets/swamp/human/buildings/guard_tower	438	507	0	0
G	2	1000	tilesets/swamp/orc/buildings/guard_tower	438	508	0	0
G	2	1000	tilesets/swamp/human/buildings/cannon_tower	438	509	0	0
G	2	1000	tilesets/swamp/orc/buildings/cannon_tower	438	510	0	0
G	2	1000	tilesets/swamp/neutral/buildings/gold_mine	438	511	0	0
G	2	1000	tilesets/swamp/neutral/buildings/destroyed_site	438	512	0	0
G	2	1000	tilesets/swamp/neutral/buildings/dark_portal	438	513	0	0
G	2	1000	tilesets/swamp/neutral/buildings/runestone	438	514	0	0
G	2	1000	tilesets/swamp/neutral/buildings/oil_patch	438	515	0	0
G	2	1000	tilesets/swamp/human/buildings/shipyard_construction_site	438	516	0	0
G	2	1000	tilesets/swamp/orc/buildings/shipyard_construction_site	438	517	0	0
G	2	1000	tilesets/swamp/human/buildings/oil_platform_construction_site	438	518	0	0
G	2	1000	tilesets/swamp/orc/buildings/oil_platform_construction_site	438	519	0	0
G	2	1000	tilesets/swamp/human/buildings/refinery_construction_site	438	520	0	0
G	2	1000	tilesets/swamp/orc/buildings/refinery_construction_site	438	521	0	0
G	2	1000	tilesets/swamp/human/buildings/foundry_construction_site	438	522	0	0
G	2	1000	tilesets/swamp/orc/buildings/foundry_construction_site	438	523	0	0
G	2	1000	tilesets/swamp/neutral/buildings/small_destroyed_site	438	524	0	0
G	2	1000	tilesets/swamp/neutral/buildings/circle_of_power	438	525	0	0
G	2	1000	tilesets/swamp/human/units/gnomish_submarine	438	526	0	0
G	2	1000	tilesets/swamp/orc/units/giant_turtle	438	527	0	0
W	4	5000	ui/placement_error	2	0	0	0
W	4	5000	ui/placement_success	3	0	0	0
W	4	5000	misc/building_construction	4	0	0	0
W	4	5000	human/basic_voices/selected/1	5	0	0	0
W	4	5000	orc/basic_voices/selected/1	6	0	0	0
W	4	5000	human/basic_voices/selected/2	7	0	0	0
W	4	5000	orc/basic_voices/selected/2	8	0	0	0
W	4	5000	human/basic_voices/selected/3	9	0	0	0
W	4	5000	orc/basic_voices/selected/3	10	0	0	0
W	4	5000	human/basic_voices/selected/4	11	0	0	0
W	4	5000	orc/basic_voices/selected/4	12	0	0	0
W	4	5000	human/basic_voices/selected/5	13	0	0	0
W	4	5000	orc/basic_voices/selected/5	14	0	0	0
W	4	5000	human/basic_voices/selected/6	15	0	0	0
W	4	5000	orc/basic_voices/selected/6	16	0	0	0
W	4	5000	human/basic_voices/annoyed/1	17	0	0	0
W	4	5000	orc/basic_voices/annoyed/1	18	0	0	0
W	4	5000	human/basic_voices/annoyed/2	19	0	0	0
W	4	5000	orc/basic_voices/annoyed/2	20	0	0	0
W	4	5000	human/basic_voices/annoyed/3	21	0	0	0
W	4	5000	orc/basic_voices/annoyed/3	22	0	0	0
W	4	5000	human/basic_voices/annoyed/4	23	0	0	0
W	4	5000	orc/basic_voices/annoyed/4	24	0	0	0
W	4	5000	human/basic_voices/annoyed/5	25	0	0	0
W	4	5000	orc/basic_voices/annoyed/5	26	0	0	0
W	4	5000	human/basic_voices/annoyed/6	27	0	0	0
W	4	5000	orc/basic_voices/annoyed/6	28	0	0	0
W	4	5000	human/basic_voices/annoyed/7	29	0	0	0
W	4	5000	orc/basic_voices/annoyed/7	30	0	0	0
W	4	5000	misc/explosion	31	0	0	0
W	4	5000	human/basic_voices/acknowledgement/1	32	0	0	0
W	4	5000	orc/basic_voices/acknowledgement/1	33	0	0	0
W	4	5000	human/basic_voices/acknowledgement/2	34	0	0	0
W	4	5000	orc/basic_voices/acknowledgement/2	35	0	0	0
W	4	5000	human/basic_voices/acknowledgement/3	36	0	0	0
W	4	5000	orc/basic_voices/acknowledgement/3	37	0	0	0
W	4	5000	human/basic_voices/acknowledgement/4	38	0	0	0
W	4	5000	orc/basic_voices/acknowledgement/4	39	0	0	0
W	4	5000	human/basic_voices/work_complete	40	0	0	0
W	4	5000	orc/basic_voices/work_complete	41	0	0	0
W	4	5000	human/units/peasant/work_complete	42	0	0	0
W	4	5000	human/basic_voices/ready	43	0	0	0
W	4	5000	orc/basic_voices/ready	44	0	0	0
W	4	5000	human/basic_voices/help/1	45	0	0	0
W	4	5000	orc/basic_voices/help/1	46	0	0	0
W	4	5000	human/basic_voices/help/2	47	0	0	0
W	4	5000	orc/basic_voices/help/2	48	0	0	0
W	4	5000	human/basic_voices/dead	49	0	0	0
W	4	5000	orc/basic_voices/dead	50	0	0	0
W	4	5000	ships/sinking	51	0	0	0
W	4	5000	misc/building_explosion/1	52	0	0	0
W	4	5000	misc/building_explosion/2	53	0	0	0
W	4	5000	misc/building_explosion/3	54	0	0	0
W	4	5000	missiles/catapult-ballista_attack	55	0	0	0
W	4	5000	misc/tree_chopping/1	56	0	0	0
W	4	5000	misc/tree_chopping/2	57	0	0	0
W	4	5000	misc/tree_chopping/3	58	0	0	0
W	4	5000	misc/tree_chopping/4	59	0	0	0
W	4	5000	missiles/sword_attack/1	60	0	0	0
W	4	5000	missiles/sword_attack/2	61	0	0	0
W	4	5000	missiles/sword_attack/3	62	0	0	0
W	4	5000	missiles/punch	63	0	0	0
W	4	5000	missiles/fireball_hit	64	0	0	0
W	4	5000	missiles/fireball_throw	65	0	0	0
W	4	5000	missiles/bow_throw	66	0	0	0
W	4	5000	missiles/bow_hit	67	0	0	0
W	4	5000	spells/basic_spell_sound	68	0	0	0
W	4	5000	buildings/blacksmith	69	0	0	0
W	4	5000	human/buildings/church	70	0	0	0
W	4	5000	orc/buildings/altar_of_storms	71	0	0	0
W	4	5000	human/buildings/stables	72	0	0	0
W	4	5000	orc/buildings/ogre_mound	73	0	0	0
W	4	5000	human/buildings/farm	74	0	0	0
W	4	5000	orc/buildings/pig_farm	75	0	0	0
W	4	5000	neutral/buildings/gold_mine	76	0	0	0
W	4	5000	missiles/axe_throw	77	0	0	0
W	4	5000	ships/tanker/acknowledgement/1	78	0	0	0
W	4	5000	missiles/fist	79	0	0	0
W	4	5000	buildings/shipyard	80	0	0	0
W	4	5000	human/units/peasant/attack	81	0	0	0
W	4	5000	buildings/oil_platform	82	0	0	0
W	4	5000	buildings/oil_refinery	83	0	0	0
W	4	5000	buildings/lumbermill	84	0	0	0
W	4	5000	misc/transport_docking	85	0	0	0
W	4	5000	misc/burning	86	0	0	0
W	4	5000	human/buildings/gryphon_aviary	87	0	0	0
W	4	5000	orc/buildings/dragon_roost	88	0	0	0
W	4	5000	buildings/foundry	89	0	0	0
W	4	5000	human/buildings/gnomish_inventor	90	0	0	0
W	4	5000	orc/buildings/goblin_alchemist	91	0	0	0
W	4	5000	human/buildings/mage_tower	92	0	0	0
W	4	5000	orc/buildings/temple_of_the_damned	93	0	0	0
W	4	5000	human/capture	94	0	0	0
W	4	5000	orc/capture	95	0	0	0
W	4	5000	human/rescue	96	0	0	0
W	4	5000	orc/rescue	97	0	0	0
W	4	5000	spells/bloodlust	98	0	0	0
W	4	5000	spells/death_and_decay	99	0	0	0
W	4	5000	spells/death_coil	100	0	0	0
W	4	5000	spells/exorcism	101	0	0	0
W	4	5000	spells/flame_shield	102	0	0	0
W	4	5000	spells/haste	103	0	0	0
W	4	5000	spells/healing	104	0	0	0
W	4	5000	spells/holy_vision	105	0	0	0
W	4	5000	spells/blizzard	106	0	0	0
W	4	5000	spells/invisibility	107	0	0	0
W	4	5000	spells/eye_of_kilrogg	108	0	0	0
W	4	5000	spells/polymorph	109	0	0	0
W	4	5000	spells/slow	110	0	0	0
W	4	5000	spells/lightning	111	0	0	0
W	4	5000	spells/touch_of_darkness	112	0	0	0
W	4	5000	spells/unholy_armor	113	0	0	0
W	4	5000	spells/whirlwind	114	0	0	0
W	4	5000	orc/peon/ready	115	0	0	0
W	4	5000	orc/units/death_knight/annoyed/1	116	0	0	0
W	4	5000	orc/units/death_knight/annoyed/2	117	0	0	0
W	4	5000	orc/units/death_knight/annoyed/3	118	0	0	0
W	4	5000	orc/units/death_knight/ready	119	0	0	0
W	4	5000	orc/units/death_knight/selected/1	120	0	0	0
W	4	5000	orc/units/death_knight/selected/2	121	0	0	0
W	4	5000	orc/units/death_knight/acknowledgement/1	122	0	0	0
W	4	5000	orc/units/death_knight/acknowledgement/2	123	0	0	0
W	4	5000	orc/units/death_knight/acknowledgement/3	124	0	0	0
W	4	5000	human/units/dwarven_demolition_squad/annoyed/1	125	0	0	0
W	4	5000	human/units/dwarven_demolition_squad/annoyed/2	126	0	0	0
W	4	5000	human/units/dwarven_demolition_squad/annoyed/3	127	0	0	0
W	4	5000	human/units/dwarven_demolition_squad/ready	128	0	0	0
W	4	5000	human/units/dwarven_demolition_squad/selected/1	129	0	0	0
W	4	5000	human/units/dwarven_demolition_squad/selected/2	130	0	0	0
W	4	5000	human/units/dwarven_demolition_squad/acknowledgement/1	131	0	0	0
W	4	5000	human/units/dwarven_demolition_squad/acknowledgement/2	132	0	0	0
W	4	5000	human/units/dwarven_demolition_squad/acknowledgement/3	133	0	0	0
W	4	5000	human/units/dwarven_demolition_squad/acknowledgement/4	134	0	0	0
W	4	5000	human/units/dwarven_demolition_squad/acknowledgement/5	135	0	0	0
W	4	5000	human/units/elven_archer-ranger/annoyed/1	136	0	0	0
W	4	5000	human/units/elven_archer-ranger/annoyed/2	137	0	0	0
W	4	5000	human/units/elven_archer-ranger/annoyed/3	138	0	0	0
W	4	5000	human/units/elven_archer-ranger/ready	139	0	0	0
W	4	5000	human/units/elven_archer-ranger/selected/1	140	0	0	0
W	4	5000	human/units/elven_archer-ranger/selected/2	141	0	0	0
W	4	5000	human/units/elven_archer-ranger/selected/3	142	0	0	0
W	4	5000	human/units/elven_archer-ranger/selected/4	143	0	0	0
W	4	5000	human/units/elven_archer-ranger/acknowledgement/1	144	0	0	0
W	4	5000	human/units/elven_archer-ranger/acknowledgement/2	145	0	0	0
W	4	5000	human/units/elven_archer-ranger/acknowledgement/3	146	0	0	0
W	4	5000	human/units/elven_archer-ranger/acknowledgement/4	147	0	0	0
W	4	5000	human/units/gnomish_flying_machine/annoyed/1	148	0	0	0
W	4	5000	human/units/gnomish_flying_machine/annoyed/2	149	0	0	0
W	4	5000	human/units/gnomish_flying_machine/annoyed/3	150	0	0	0
W	4	5000	human/units/gnomish_flying_machine/annoyed/4	151	0	0	0
W	4	5000	human/units/gnomish_flying_machine/annoyed/5	152	0	0	0
W	4	5000	human/units/gnomish_flying_machine/ready	153	0	0	0
W	4	5000	human/units/gnomish_flying_machine/acknowledgement/1	154	0	0	0
W	4	5000	orc/units/goblin_sappers/annoyed/1	155	0	0	0
W	4	5000	orc/units/goblin_sappers/annoyed/2	156	0	0	0
W	4	5000	orc/units/goblin_sappers/annoyed/3	157	0	0	0
W	4	5000	orc/units/goblin_sappers/ready	158	0	0	0
W	4	5000	orc/units/goblin_sappers/selected/1	159	0	0	0
W	4	5000	orc/units/goblin_sappers/selected/2	160	0	0	0
W	4	5000	orc/units/goblin_sappers/selected/3	161	0	0	0
W	4	5000	orc/units/goblin_sappers/selected/4	162	0	0	0
W	4	5000	orc/units/goblin_sappers/acknowledgement/1	163	0	0	0
W	4	5000	orc/units/goblin_sappers/acknowledgement/2	164	0	0	0
W	4	5000	orc/units/goblin_sappers/acknowledgement/3	165	0	0	0
W	4	5000	orc/units/goblin_sappers/acknowledgement/4	166	0	0	0
W	4	5000	orc/units/goblin_zeppelin/annoyed/1	167	0	0	0
W	4	5000	orc/units/goblin_zeppelin/annoyed/2	168	0	0	0
W	4	5000	orc/units/goblin_zeppelin/ready	169	0	0	0
W	4	5000	orc/units/goblin_zeppelin/acknowledgement/1	170	0	0	0
W	4	5000	human/units/knight/annoyed/1	171	0	0	0
W	4	5000	human/units/knight/annoyed/2	172	0	0	0
W	4	5000	human/units/knight/annoyed/3	173	0	0	0
W	4	5000	human/units/knight/ready	174	0	0	0
W	4	5000	human/units/knight/selected/1	175	0	0	0
W	4	5000	human/units/knight/selected/2	176	0	0	0
W	4	5000	human/units/knight/selected/3	177	0	0	0
W	4	5000	human/units/knight/selected/4	178	0	0	0
W	4	5000	human/units/knight/acknowledgement/1	179	0	0	0
W	4	5000	human/units/knight/acknowledgement/2	180	0	0	0
W	4	5000	human/units/knight/acknowledgement/3	181	0	0	0
W	4	5000	human/units/knight/acknowledgement/4	182	0	0	0
W	4	5000	human/units/paladin/annoyed/1	183	0	0	0
W	4	5000	human/units/paladin/annoyed/2	184	0	0	0
W	4	5000	human/units/paladin/annoyed/3	185	0	0	0
W	4	5000	human/units/paladin/ready	186	0	0	0
W	4	5000	human/units/paladin/selected/1	187	0	0	0
W	4	5000	human/units/paladin/selected/2	188	0	0	0
W	4	5000	human/units/paladin/selected/3	189	0	0	0
W	4	5000	human/units/paladin/selected/4	190	0	0	0
W	4	5000	human/units/paladin/acknowledgement/1	191	0	0	0
W	4	5000	human/units/paladin/acknowledgement/2	192	0	0	0
W	4	5000	human/units/paladin/acknowledgement/3	193	0	0	0
W	4	5000	human/units/paladin/acknowledgement/4	194	0	0	0
W	4	5000	orc/units/ogre/annoyed/1	195	0	0	0
W	4	5000	orc/units/ogre/annoyed/2	196	0	0	0
W	4	5000	orc/units/ogre/annoyed/3	197	0	0	0
W	4	5000	orc/units/ogre/annoyed/4	198	0	0	0
W	4	5000	orc/units/ogre/annoyed/5	199	0	0	0
W	4	5000	orc/units/ogre/ready	200	0	0	0
W	4	5000	orc/units/ogre/selected/1	201	0	0	0
W	4	5000	orc/units/ogre/selected/2	202	0	0	0
W	4	5000	orc/units/ogre/selected/3	203	0	0	0
W	4	5000	orc/units/ogre/selected/4	204	0	0	0
W	4	5000	orc/units/ogre/acknowledgement/1	205	0	0	0
W	4	5000	orc/units/ogre/acknowledgement/2	206	0	0	0
W	4	5000	orc/units/ogre/acknowledgement/3	207	0	0	0
W	4	5000	orc/units/ogre-mage/annoyed/1	208	0	0	0
W	4	5000	orc/units/ogre-mage/annoyed/2	209	0	0	0
W	4	5000	orc/units/ogre-mage/annoyed/3	210	0	0	0
W	4	5000	orc/units/ogre-mage/ready	211	0	0	0
W	4	5000	orc/units/ogre-mage/selected/1	212	0	0	0
W	4	5000	orc/units/ogre-mage/selected/2	213	0	0	0
W	4	5000	orc/units/ogre-mage/selected/3	214	0	0	0
W	4	5000	orc/units/ogre-mage/selected/4	215	0	0	0
W	4	5000	orc/units/ogre-mage/acknowledgement/1	216	0	0	0
W	4	5000	orc/units/ogre-mage/acknowledgement/2	217	0	0	0
W	4	5000	orc/units/ogre-mage/acknowledgement/3	218	0	0	0
W	4	5000	human/ships/annoyed/1	219	0	0	0
W	4	5000	orc/ships/annoyed/1	220	0	0	0
W	4	5000	human/ships/annoyed/2	221	0	0	0
W	4	5000	orc/ships/annoyed/2	222	0	0	0
W	4	5000	human/ships/annoyed/3	223	0	0	0
W	4	5000	orc/ships/annoyed/3	224	0	0	0
W	4	5000	human/ships/ready	225	0	0	0
W	4	5000	orc/ships/ready	226	0	0	0
W	4	5000	human/ships/selected/1	227	0	0	0
W	4	5000	orc/ships/selected/1	228	0	0	0
W	4	5000	human/ships/selected/2	229	0	0	0
W	4	5000	orc/ships/selected/2	230	0	0	0
W	4	5000	human/ships/selected/3	231	0	0	0
W	4	5000	orc/ships/selected/3	232	0	0	0
W	4	5000	human/ships/acknowledgement/1	233	0	0	0
W	4	5000	orc/ships/acknowledgement/1	234	0	0	0
W	4	5000	human/ships/acknowledgement/2	235	0	0	0
W	4	5000	orc/ships/acknowledgement/2	236	0	0	0
W	4	5000	human/ships/acknowledgement/3	237	0	0	0
W	4	5000	orc/ships/acknowledgement/3	238	0	0	0
W	4	5000	human/ships/gnomish_submarine/annoyed/1	239	0	0	0
W	4	5000	human/ships/gnomish_submarine/annoyed/2	240	0	0	0
W	4	5000	human/ships/gnomish_submarine/annoyed/3	241	0	0	0
W	4	5000	human/ships/gnomish_submarine/annoyed/4	242	0	0	0
W	4	5000	orc/units/troll_axethrower-berserker/annoyed/1	243	0	0	0
W	4	5000	orc/units/troll_axethrower-berserker/annoyed/2	244	0	0	0
W	4	5000	orc/units/troll_axethrower-berserker/annoyed/3	245	0	0	0
W	4	5000	orc/units/troll_axethrower-berserker/ready	246	0	0	0
W	4	5000	orc/units/troll_axethrower-berserker/selected/1	247	0	0	0
W	4	5000	orc/units/troll_axethrower-berserker/selected/2	248	0	0	0
W	4	5000	orc/units/troll_axethrower-berserker/selected/3	249	0	0	0
W	4	5000	orc/units/troll_axethrower-berserker/acknowledgement/1	250	0	0	0
W	4	5000	orc/units/troll_axethrower-berserker/acknowledgement/2	251	0	0	0
W	4	5000	orc/units/troll_axethrower-berserker/acknowledgement/3	252	0	0	0
W	4	5000	human/units/mage/annoyed/1	253	0	0	0
W	4	5000	human/units/mage/annoyed/2	254	0	0	0
W	4	5000	human/units/mage/annoyed/3	255	0	0	0
W	4	5000	human/units/mage/ready	256	0	0	0
W	4	5000	human/units/mage/selected/1	257	0	0	0
W	4	5000	human/units/mage/selected/2	258	0	0	0
W	4	5000	human/units/mage/selected/3	259	0	0	0
W	4	5000	human/units/mage/acknowledgement/1	260	0	0	0
W	4	5000	human/units/mage/acknowledgement/2	261	0	0	0
W	4	5000	human/units/mage/acknowledgement/3	262	0	0	0
W	4	5000	human/units/peasant/ready	263	0	0	0
W	4	5000	human/units/peasant/annoyed/1	264	0	0	0
W	4	5000	human/units/peasant/annoyed/2	265	0	0	0
W	4	5000	human/units/peasant/annoyed/3	266	0	0	0
W	4	5000	human/units/peasant/annoyed/4	267	0	0	0
W	4	5000	human/units/peasant/annoyed/5	268	0	0	0
W	4	5000	human/units/peasant/annoyed/6	269	0	0	0
W	4	5000	human/units/peasant/annoyed/7	270	0	0	0
W	4	5000	human/units/peasant/selected/1	271	0	0	0
W	4	5000	human/units/peasant/selected/2	272	0	0	0
W	4	5000	human/units/peasant/selected/3	273	0	0	0
W	4	5000	human/units/peasant/selected/4	274	0	0	0
W	4	5000	human/units/peasant/acknowledgement/1	275	0	0	0
W	4	5000	human/units/peasant/acknowledgement/2	276	0	0	0
W	4	5000	human/units/peasant/acknowledgement/3	277	0	0	0
W	4	5000	human/units/peasant/acknowledgement/4	278	0	0	0
W	4	5000	orc/units/dragon/ready	279	0	0	0
W	4	5000	orc/units/dragon/selected/1	280	0	0	0
W	4	5000	orc/units/dragon/acknowledgement/1	281	0	0	0
W	4	5000	orc/units/dragon/acknowledgement/2	282	0	0	0
W	4	5000	human/units/gryphon_rider/selected/1	283	0	0	0
W	4	5000	human/units/gryphon_rider/ready	284	0	0	0
W	4	5000	human/units/gryphon_rider/acknowledgement/1	284	0	0	0
W	4	5000	human/units/gryphon_rider/acknowledgement/2	285	0	0	0
W	4	5000	neutral/units/sheep/selected/1	286	0	0	0
W	4	5000	neutral/units/sheep/annoyed/1	287	0	0	0
W	4	5000	neutral/units/seal/selected/1	288	0	0	0
W	4	5000	neutral/units/seal/annoyed/1	289	0	0	0
W	4	5000	neutral/units/pig/selected/1	290	0	0	0
W	4	5000	neutral/units/pig/annoyed/1	291	0	0	0
W	4	5000	units/catapult-ballista/acknowledgement/1	292	0	0	0
W	6	5000	human/units/alleria/annoyed/1	293	0	0	0
W	6	5000	human/units/alleria/annoyed/2	294	0	0	0
W	6	5000	human/units/alleria/annoyed/3	295	0	0	0
W	6	5000	human/units/alleria/selected/1	296	0	0	0
W	6	5000	human/units/alleria/selected/2	297	0	0	0
W	6	5000	human/units/alleria/selected/3	298	0	0	0
W	6	5000	human/units/alleria/acknowledgement/1	299	0	0	0
W	6	5000	human/units/alleria/acknowledgement/2	300	0	0	0
W	6	5000	human/units/alleria/acknowledgement/3	301	0	0	0
W	6	5000	human/units/danath/annoyed/1	302	0	0	0
W	6	5000	human/units/danath/annoyed/2	303	0	0	0
W	6	5000	human/units/danath/annoyed/3	304	0	0	0
W	6	5000	human/units/danath/selected/1	305	0	0	0
W	6	5000	human/units/danath/selected/2	306	0	0	0
W	6	5000	human/units/danath/selected/3	307	0	0	0
W	6	5000	human/units/danath/acknowledgement/1	308	0	0	0
W	6	5000	human/units/danath/acknowledgement/2	309	0	0	0
W	6	5000	human/units/danath/acknowledgement/3	310	0	0	0
W	6	5000	human/units/khadgar/annoyed/1	311	0	0	0
W	6	5000	human/units/khadgar/annoyed/2	312	0	0	0
W	6	5000	human/units/khadgar/annoyed/3	313	0	0	0
W	6	5000	human/units/khadgar/selected/1	314	0	0	0
W	6	5000	human/units/khadgar/selected/2	315	0	0	0
W	6	5000	human/units/khadgar/selected/3	316	0	0	0
W	6	5000	human/units/khadgar/acknowledgement/1	317	0	0	0
W	6	5000	human/units/khadgar/acknowledgement/2	318	0	0	0
W	6	5000	human/units/khadgar/acknowledgement/3	319	0	0	0
W	6	5000	human/units/kurdan/annoyed/1	320	0	0	0
W	6	5000	human/units/kurdan/annoyed/2	321	0	0	0
W	6	5000	human/units/kurdan/annoyed/3	322	0	0	0
W	6	5000	human/units/kurdan/selected/1	323	0	0	0
W	6	5000	human/units/kurdan/selected/2	324	0	0	0
W	6	5000	human/units/kurdan/selected/3	325	0	0	0
W	6	5000	human/units/kurdan/acknowledgement/1	326	0	0	0
W	6	5000	human/units/kurdan/acknowledgement/2	327	0	0	0
W	6	5000	human/units/kurdan/acknowledgement/3	328	0	0	0
W	6	5000	human/units/turalyon/annoyed/1	329	0	0	0
W	6	5000	human/units/turalyon/annoyed/2	330	0	0	0
W	6	5000	human/units/turalyon/annoyed/3	331	0	0	0
W	6	5000	human/units/turalyon/selected/1	332	0	0	0
W	6	5000	human/units/turalyon/selected/2	333	0	0	0
W	6	5000	human/units/turalyon/selected/3	334	0	0	0
W	6	5000	human/units/turalyon/acknowledgement/1	335	0	0	0
W	6	5000	human/units/turalyon/acknowledgement/2	336	0	0	0
W	6	5000	human/units/turalyon/acknowledgement/3	337	0	0	0
W	6	5000	orc/units/deathwing/annoyed/1	338	0	0	0
W	6	5000	orc/units/deathwing/annoyed/2	339	0	0	0
W	6	5000	orc/units/deathwing/annoyed/3	340	0	0	0
W	6	5000	orc/units/deathwing/selected/1	341	0	0	0
W	6	5000	orc/units/deathwing/selected/2	342	0	0	0
W	6	5000	orc/units/deathwing/selected/3	343	0	0	0
